ds;values
01.01.2008 00:00;1208
02.01.2008 00:00;2108
03.01.2008 00:00;2274
04.01.2008 00:00;1994
05.01.2008 00:00;1592
06.01.2008 00:00;1571
07.01.2008 00:00;2377
08.01.2008 00:00;1865
09.01.2008 00:00;1971
10.01.2008 00:00;2054
11.01.2008 00:00;2043
12.01.2008 00:00;1353
13.01.2008 00:00;1485
14.01.2008 00:00;2130
15.01.2008 00:00;2030
16.01.2008 00:00;1997
17.01.2008 00:00;2293
18.01.2008 00:00;1939
19.01.2008 00:00;1605
20.01.2008 00:00;1371
21.01.2008 00:00;2062
22.01.2008 00:00;2194
23.01.2008 00:00;2414
24.01.2008 00:00;2249
25.01.2008 00:00;2155
26.01.2008 00:00;1404
27.01.2008 00:00;1487
28.01.2008 00:00;2520
29.01.2008 00:00;2541
30.01.2008 00:00;2387
31.01.2008 00:00;2483
01.02.2008 00:00;1778
02.02.2008 00:00;1336
03.02.2008 00:00;1635
04.02.2008 00:00;2431
05.02.2008 00:00;2619
06.02.2008 00:00;2346
07.02.2008 00:00;2570
08.02.2008 00:00;2137
09.02.2008 00:00;1698
10.02.2008 00:00;1610
11.02.2008 00:00;3309
12.02.2008 00:00;2926
13.02.2008 00:00;2578
14.02.2008 00:00;2518
15.02.2008 00:00;2316
16.02.2008 00:00;1388
17.02.2008 00:00;1793
18.02.2008 00:00;3431
19.02.2008 00:00;3928
20.02.2008 00:00;3156
21.02.2008 00:00;3234
22.02.2008 00:00;2965
23.02.2008 00:00;1977
24.02.2008 00:00;2757
25.02.2008 00:00;4721
26.02.2008 00:00;4908
27.02.2008 00:00;6489
28.02.2008 00:00;6887
29.02.2008 00:00;6296
01.03.2008 00:00;5236
02.03.2008 00:00;8565
03.03.2008 00:00;7584
04.03.2008 00:00;6388
05.03.2008 00:00;14213
06.03.2008 00:00;17958
07.03.2008 00:00;29553
08.03.2008 00:00;35125
09.03.2008 00:00;150716
10.03.2008 00:00;44032
11.03.2008 00:00;16796
12.03.2008 00:00;9879
13.03.2008 00:00;7794
14.03.2008 00:00;5881
15.03.2008 00:00;3878
16.03.2008 00:00;4311
17.03.2008 00:00;5098
18.03.2008 00:00;5579
19.03.2008 00:00;5744
20.03.2008 00:00;6753
21.03.2008 00:00;3270
22.03.2008 00:00;4467
23.03.2008 00:00;5170
24.03.2008 00:00;6046
25.03.2008 00:00;7372
26.03.2008 00:00;6197
27.03.2008 00:00;6715
28.03.2008 00:00;7444
29.03.2008 00:00;12052
30.03.2008 00:00;17754
31.03.2008 00:00;10102
01.04.2008 00:00;5779
02.04.2008 00:00;4841
03.04.2008 00:00;4157
04.04.2008 00:00;3701
05.04.2008 00:00;3733
06.04.2008 00:00;4085
07.04.2008 00:00;4988
08.04.2008 00:00;3769
09.04.2008 00:00;3836
10.04.2008 00:00;3100
11.04.2008 00:00;2634
12.04.2008 00:00;1673
13.04.2008 00:00;1786
14.04.2008 00:00;3060
15.04.2008 00:00;3042
16.04.2008 00:00;2778
17.04.2008 00:00;2687
18.04.2008 00:00;1730
19.04.2008 00:00;1702
20.04.2008 00:00;1579
21.04.2008 00:00;2833
22.04.2008 00:00;2072
23.04.2008 00:00;2629
24.04.2008 00:00;2583
25.04.2008 00:00;2350
26.04.2008 00:00;1471
27.04.2008 00:00;1533
28.04.2008 00:00;2630
29.04.2008 00:00;2713
30.04.2008 00:00;2153
01.05.2008 00:00;2090
02.05.2008 00:00;2143
03.05.2008 00:00;1415
04.05.2008 00:00;1489
05.05.2008 00:00;2733
06.05.2008 00:00;2956
07.05.2008 00:00;2469
08.05.2008 00:00;2427
09.05.2008 00:00;1901
10.05.2008 00:00;1593
11.05.2008 00:00;1813
12.05.2008 00:00;2386
13.05.2008 00:00;2648
14.05.2008 00:00;2671
15.05.2008 00:00;2688
16.05.2008 00:00;2097
17.05.2008 00:00;1646
18.05.2008 00:00;2045
19.05.2008 00:00;2820
20.05.2008 00:00;2836
21.05.2008 00:00;2745
22.05.2008 00:00;2691
23.05.2008 00:00;2474
24.05.2008 00:00;1589
25.05.2008 00:00;1696
26.05.2008 00:00;2105
27.05.2008 00:00;2742
28.05.2008 00:00;2858
29.05.2008 00:00;2595
30.05.2008 00:00;2235
31.05.2008 00:00;1904
01.06.2008 00:00;2020
02.06.2008 00:00;3160
03.06.2008 00:00;3058
04.06.2008 00:00;2850
05.06.2008 00:00;2744
06.06.2008 00:00;2577
07.06.2008 00:00;1836
08.06.2008 00:00;2055
09.06.2008 00:00;2853
10.06.2008 00:00;2561
11.06.2008 00:00;2703
12.06.2008 00:00;2494
13.06.2008 00:00;2381
14.06.2008 00:00;1692
15.06.2008 00:00;1921
16.06.2008 00:00;3044
17.06.2008 00:00;3303
18.06.2008 00:00;3047
19.06.2008 00:00;2901
20.06.2008 00:00;2950
21.06.2008 00:00;1924
22.06.2008 00:00;1961
23.06.2008 00:00;2999
24.06.2008 00:00;2840
25.06.2008 00:00;2865
26.06.2008 00:00;2693
27.06.2008 00:00;2632
28.06.2008 00:00;1655
29.06.2008 00:00;1789
30.06.2008 00:00;2512
01.07.2008 00:00;2619
02.07.2008 00:00;2756
03.07.2008 00:00;2458
04.07.2008 00:00;2025
05.07.2008 00:00;1449
06.07.2008 00:00;1429
07.07.2008 00:00;2393
08.07.2008 00:00;2316
09.07.2008 00:00;2414
10.07.2008 00:00;2379
11.07.2008 00:00;1845
12.07.2008 00:00;1301
13.07.2008 00:00;1393
14.07.2008 00:00;2147
15.07.2008 00:00;2238
16.07.2008 00:00;2129
17.07.2008 00:00;2211
18.07.2008 00:00;1943
19.07.2008 00:00;1157
20.07.2008 00:00;1385
21.07.2008 00:00;2136
22.07.2008 00:00;1711
23.07.2008 00:00;1929
24.07.2008 00:00;2365
25.07.2008 00:00;2191
26.07.2008 00:00;1460
27.07.2008 00:00;1282
28.07.2008 00:00;2433
29.07.2008 00:00;2495
30.07.2008 00:00;2563
31.07.2008 00:00;2269
01.08.2008 00:00;2220
02.08.2008 00:00;1224
03.08.2008 00:00;1540
04.08.2008 00:00;2427
05.08.2008 00:00;2826
06.08.2008 00:00;2607
07.08.2008 00:00;3108
08.08.2008 00:00;2892
09.08.2008 00:00;1651
10.08.2008 00:00;1766
11.08.2008 00:00;2853
12.08.2008 00:00;2617
13.08.2008 00:00;2785
14.08.2008 00:00;2273
15.08.2008 00:00;1908
16.08.2008 00:00;1343
17.08.2008 00:00;1610
18.08.2008 00:00;2952
19.08.2008 00:00;3124
20.08.2008 00:00;2321
21.08.2008 00:00;2440
22.08.2008 00:00;2439
23.08.2008 00:00;1421
24.08.2008 00:00;1925
25.08.2008 00:00;3430
26.08.2008 00:00;3195
27.08.2008 00:00;3469
28.08.2008 00:00;3476
29.08.2008 00:00;2884
30.08.2008 00:00;2088
31.08.2008 00:00;2467
01.09.2008 00:00;3630
02.09.2008 00:00;5108
03.09.2008 00:00;3855
04.09.2008 00:00;3673
05.09.2008 00:00;2502
06.09.2008 00:00;1870
07.09.2008 00:00;2897
08.09.2008 00:00;4998
09.09.2008 00:00;5035
10.09.2008 00:00;4254
11.09.2008 00:00;4566
12.09.2008 00:00;3815
13.09.2008 00:00;2415
14.09.2008 00:00;3213
15.09.2008 00:00;6382
16.09.2008 00:00;6068
17.09.2008 00:00;5671
18.09.2008 00:00;5620
19.09.2008 00:00;5340
20.09.2008 00:00;3798
21.09.2008 00:00;6858
22.09.2008 00:00;17714
23.09.2008 00:00;9142
24.09.2008 00:00;8709
25.09.2008 00:00;7270
26.09.2008 00:00;6355
27.09.2008 00:00;4370
28.09.2008 00:00;6947
29.09.2008 00:00;13370
30.09.2008 00:00;10593
01.10.2008 00:00;12520
02.10.2008 00:00;11683
03.10.2008 00:00;9762
04.10.2008 00:00;10412
05.10.2008 00:00;12323
06.10.2008 00:00;18867
07.10.2008 00:00;13261
08.10.2008 00:00;10886
09.10.2008 00:00;10957
10.10.2008 00:00;8170
11.10.2008 00:00;6916
12.10.2008 00:00;8996
13.10.2008 00:00;17691
14.10.2008 00:00;16941
15.10.2008 00:00;13642
16.10.2008 00:00;12873
17.10.2008 00:00;12363
18.10.2008 00:00;8892
19.10.2008 00:00;15632
20.10.2008 00:00;35189
21.10.2008 00:00;7554
22.10.2008 00:00;16644
23.10.2008 00:00;20412
24.10.2008 00:00;29571
25.10.2008 00:00;30529
26.10.2008 00:00;135260
27.10.2008 00:00;122342
28.10.2008 00:00;36967
29.10.2008 00:00;30079
30.10.2008 00:00;43394
31.10.2008 00:00;32917
01.11.2008 00:00;47128
02.11.2008 00:00;770436
03.11.2008 00:00;25146
04.11.2008 00:00;13169
05.11.2008 00:00;7787
06.11.2008 00:00;6010
07.11.2008 00:00;4556
08.11.2008 00:00;3124
09.11.2008 00:00;3393
10.11.2008 00:00;4887
11.11.2008 00:00;4265
12.11.2008 00:00;4075
13.11.2008 00:00;3775
14.11.2008 00:00;3142
15.11.2008 00:00;2129
16.11.2008 00:00;2132
17.11.2008 00:00;3233
18.11.2008 00:00;3228
19.11.2008 00:00;2936
20.11.2008 00:00;2906
21.11.2008 00:00;2355
22.11.2008 00:00;2267
23.11.2008 00:00;2197
24.11.2008 00:00;3038
25.11.2008 00:00;2882
26.11.2008 00:00;2506
27.11.2008 00:00;2552
28.11.2008 00:00;1937
29.11.2008 00:00;1421
30.11.2008 00:00;2633
01.12.2008 00:00;2820
02.12.2008 00:00;2577
03.12.2008 00:00;2397
04.12.2008 00:00;2296
05.12.2008 00:00;2192
06.12.2008 00:00;1415
07.12.2008 00:00;1314
08.12.2008 00:00;2150
09.12.2008 00:00;2178
10.12.2008 00:00;2149
11.12.2008 00:00;2048
12.12.2008 00:00;1945
13.12.2008 00:00;1300
14.12.2008 00:00;1389
15.12.2008 00:00;1828
16.12.2008 00:00;1967
17.12.2008 00:00;1904
18.12.2008 00:00;1794
19.12.2008 00:00;1724
20.12.2008 00:00;1265
21.12.2008 00:00;1309
22.12.2008 00:00;1817
23.12.2008 00:00;1713
24.12.2008 00:00;2061
25.12.2008 00:00;1314
26.12.2008 00:00;1286
27.12.2008 00:00;1219
28.12.2008 00:00;1319
29.12.2008 00:00;1738
30.12.2008 00:00;1807
31.12.2008 00:00;1747
01.01.2009 00:00;1410
02.01.2009 00:00;1911
03.01.2009 00:00;1587
04.01.2009 00:00;1489
05.01.2009 00:00;2607
06.01.2009 00:00;2191
07.01.2009 00:00;2385
08.01.2009 00:00;2285
09.01.2009 00:00;1964
10.01.2009 00:00;1422
11.01.2009 00:00;1644
12.01.2009 00:00;2783
13.01.2009 00:00;2755
14.01.2009 00:00;2200
15.01.2009 00:00;2598
16.01.2009 00:00;2329
17.01.2009 00:00;1580
18.01.2009 00:00;1640
19.01.2009 00:00;2916
20.01.2009 00:00;2967
21.01.2009 00:00;2808
22.01.2009 00:00;2715
23.01.2009 00:00;2137
24.01.2009 00:00;1540
25.01.2009 00:00;1860
26.01.2009 00:00;2654
27.01.2009 00:00;2873
28.01.2009 00:00;2745
29.01.2009 00:00;2795
30.01.2009 00:00;2636
31.01.2009 00:00;1835
01.02.2009 00:00;2138
02.02.2009 00:00;3587
03.02.2009 00:00;3388
04.02.2009 00:00;3410
05.02.2009 00:00;3308
06.02.2009 00:00;2746
07.02.2009 00:00;1931
08.02.2009 00:00;2577
09.02.2009 00:00;4531
10.02.2009 00:00;4063
11.02.2009 00:00;3759
12.02.2009 00:00;3880
13.02.2009 00:00;3322
14.02.2009 00:00;2297
15.02.2009 00:00;3046
16.02.2009 00:00;4918
17.02.2009 00:00;5022
18.02.2009 00:00;4695
19.02.2009 00:00;4409
20.02.2009 00:00;4713
21.02.2009 00:00;3237
22.02.2009 00:00;4108
23.02.2009 00:00;7743
24.02.2009 00:00;8023
25.02.2009 00:00;8137
26.02.2009 00:00;8336
27.02.2009 00:00;8479
28.02.2009 00:00;6462
01.03.2009 00:00;13192
02.03.2009 00:00;22219
03.03.2009 00:00;20188
04.03.2009 00:00;20094
05.03.2009 00:00;23375
06.03.2009 00:00;35853
07.03.2009 00:00;41289
08.03.2009 00:00;114929
09.03.2009 00:00;46475
10.03.2009 00:00;19831
11.03.2009 00:00;12279
12.03.2009 00:00;8769
13.03.2009 00:00;7084
14.03.2009 00:00;4500
15.03.2009 00:00;5834
16.03.2009 00:00;7652
17.03.2009 00:00;6913
18.03.2009 00:00;6874
19.03.2009 00:00;6463
20.03.2009 00:00;6956
21.03.2009 00:00;6145
22.03.2009 00:00;8211
23.03.2009 00:00;8176
24.03.2009 00:00;6484
25.03.2009 00:00;6234
26.03.2009 00:00;7467
27.03.2009 00:00;9933
28.03.2009 00:00;21023
29.03.2009 00:00;26868
30.03.2009 00:00;12956
31.03.2009 00:00;7055
01.04.2009 00:00;5138
02.04.2009 00:00;4595
03.04.2009 00:00;4360
04.04.2009 00:00;6289
05.04.2009 00:00;4485
06.04.2009 00:00;5054
07.04.2009 00:00;3906
08.04.2009 00:00;3462
09.04.2009 00:00;2726
10.04.2009 00:00;2180
11.04.2009 00:00;1580
12.04.2009 00:00;1673
13.04.2009 00:00;2474
14.04.2009 00:00;2982
15.04.2009 00:00;2882
16.04.2009 00:00;2469
17.04.2009 00:00;2282
18.04.2009 00:00;1502
19.04.2009 00:00;1471
20.04.2009 00:00;2397
21.04.2009 00:00;2482
22.04.2009 00:00;2329
23.04.2009 00:00;2195
24.04.2009 00:00;2045
25.04.2009 00:00;1437
26.04.2009 00:00;1358
27.04.2009 00:00;2213
28.04.2009 00:00;2321
29.04.2009 00:00;2148
30.04.2009 00:00;2371
01.05.2009 00:00;1637
02.05.2009 00:00;1324
03.05.2009 00:00;1501
04.05.2009 00:00;1879
05.05.2009 00:00;2379
06.05.2009 00:00;2219
07.05.2009 00:00;2161
08.05.2009 00:00;1944
09.05.2009 00:00;1369
10.05.2009 00:00;1407
11.05.2009 00:00;2250
12.05.2009 00:00;2441
13.05.2009 00:00;2305
14.05.2009 00:00;2444
15.05.2009 00:00;2163
16.05.2009 00:00;1808
17.05.2009 00:00;2024
18.05.2009 00:00;2557
19.05.2009 00:00;2610
20.05.2009 00:00;2420
21.05.2009 00:00;2402
22.05.2009 00:00;2041
23.05.2009 00:00;1349
24.05.2009 00:00;1394
25.05.2009 00:00;2101
26.05.2009 00:00;2503
27.05.2009 00:00;2476
28.05.2009 00:00;2335
29.05.2009 00:00;1886
30.05.2009 00:00;1411
31.05.2009 00:00;1706
01.06.2009 00:00;2347
02.06.2009 00:00;2598
03.06.2009 00:00;2363
04.06.2009 00:00;2273
05.06.2009 00:00;1930
06.06.2009 00:00;1682
07.06.2009 00:00;1591
08.06.2009 00:00;2304
09.06.2009 00:00;2324
10.06.2009 00:00;2323
11.06.2009 00:00;2180
12.06.2009 00:00;2199
13.06.2009 00:00;1423
14.06.2009 00:00;1430
15.06.2009 00:00;2394
16.06.2009 00:00;2335
17.06.2009 00:00;2355
18.06.2009 00:00;2331
19.06.2009 00:00;2149
20.06.2009 00:00;1681
21.06.2009 00:00;2007
22.06.2009 00:00;2572
23.06.2009 00:00;2580
24.06.2009 00:00;2475
25.06.2009 00:00;2101
26.06.2009 00:00;1793
27.06.2009 00:00;1352
28.06.2009 00:00;1434
29.06.2009 00:00;2169
30.06.2009 00:00;2180
01.07.2009 00:00;2156
02.07.2009 00:00;2129
03.07.2009 00:00;1782
04.07.2009 00:00;1377
05.07.2009 00:00;1323
06.07.2009 00:00;2121
07.07.2009 00:00;2264
08.07.2009 00:00;2161
09.07.2009 00:00;2260
10.07.2009 00:00;1902
11.07.2009 00:00;1324
12.07.2009 00:00;1389
13.07.2009 00:00;2211
14.07.2009 00:00;2109
15.07.2009 00:00;2138
16.07.2009 00:00;1883
17.07.2009 00:00;1762
18.07.2009 00:00;1208
19.07.2009 00:00;1361
20.07.2009 00:00;2303
21.07.2009 00:00;2251
22.07.2009 00:00;2080
23.07.2009 00:00;2067
24.07.2009 00:00;1896
25.07.2009 00:00;1379
26.07.2009 00:00;1359
27.07.2009 00:00;2261
28.07.2009 00:00;2266
29.07.2009 00:00;2330
30.07.2009 00:00;2354
31.07.2009 00:00;2041
01.08.2009 00:00;1412
02.08.2009 00:00;1469
03.08.2009 00:00;2141
04.08.2009 00:00;2510
05.08.2009 00:00;2290
06.08.2009 00:00;2318
07.08.2009 00:00;2136
08.08.2009 00:00;1526
09.08.2009 00:00;1647
10.08.2009 00:00;2485
11.08.2009 00:00;2643
12.08.2009 00:00;2716
13.08.2009 00:00;2389
14.08.2009 00:00;2125
15.08.2009 00:00;1500
16.08.2009 00:00;1674
17.08.2009 00:00;2890
18.08.2009 00:00;2647
19.08.2009 00:00;2719
20.08.2009 00:00;2584
21.08.2009 00:00;2407
22.08.2009 00:00;1808
23.08.2009 00:00;1896
24.08.2009 00:00;3347
25.08.2009 00:00;3258
26.08.2009 00:00;3262
27.08.2009 00:00;3228
28.08.2009 00:00;2811
29.08.2009 00:00;1925
30.08.2009 00:00;2521
31.08.2009 00:00;4300
01.09.2009 00:00;4409
02.09.2009 00:00;4436
03.09.2009 00:00;3820
04.09.2009 00:00;3485
05.09.2009 00:00;2365
06.09.2009 00:00;3015
07.09.2009 00:00;4239
08.09.2009 00:00;5756
09.09.2009 00:00;5291
10.09.2009 00:00;4550
11.09.2009 00:00;4334
12.09.2009 00:00;2997
13.09.2009 00:00;3787
14.09.2009 00:00;6401
15.09.2009 00:00;6212
16.09.2009 00:00;5600
17.09.2009 00:00;6161
18.09.2009 00:00;5565
19.09.2009 00:00;3950
20.09.2009 00:00;5580
21.09.2009 00:00;5505
22.09.2009 00:00;0
23.09.2009 00:00;0
24.09.2009 00:00;0
25.09.2009 00:00;0
26.09.2009 00:00;0
27.09.2009 00:00;0
28.09.2009 00:00;0
29.09.2009 00:00;0
30.09.2009 00:00;0
01.10.2009 00:00;11082
02.10.2009 00:00;9677
03.10.2009 00:00;10505
04.10.2009 00:00;12797
05.10.2009 00:00;15376
06.10.2009 00:00;10774
07.10.2009 00:00;10373
08.10.2009 00:00;10193
09.10.2009 00:00;9481
10.10.2009 00:00;6795
11.10.2009 00:00;11023
12.10.2009 00:00;16165
13.10.2009 00:00;13423
14.10.2009 00:00;11571
15.10.2009 00:00;0
16.10.2009 00:00;9004
17.10.2009 00:00;8741
18.10.2009 00:00;12456
19.10.2009 00:00;18372
20.10.2009 00:00;15266
21.10.2009 00:00;15791
22.10.2009 00:00;16643
23.10.2009 00:00;21366
24.10.2009 00:00;34867
25.10.2009 00:00;102416
26.10.2009 00:00;70490
27.10.2009 00:00;44758
28.10.2009 00:00;23052
29.10.2009 00:00;26908
30.10.2009 00:00;33712
31.10.2009 00:00;31089
01.11.2009 00:00;103360
02.11.2009 00:00;34854
03.11.2009 00:00;19007
04.11.2009 00:00;11461
05.11.2009 00:00;8577
06.11.2009 00:00;6907
07.11.2009 00:00;4058
08.11.2009 00:00;4069
09.11.2009 00:00;5463
10.11.2009 00:00;8271
11.11.2009 00:00;8249
12.11.2009 00:00;5508
13.11.2009 00:00;4609
14.11.2009 00:00;2863
15.11.2009 00:00;3186
16.11.2009 00:00;4027
17.11.2009 00:00;3186
18.11.2009 00:00;3055
19.11.2009 00:00;2950
20.11.2009 00:00;2461
21.11.2009 00:00;2011
22.11.2009 00:00;1230
23.11.2009 00:00;2628
24.11.2009 00:00;2466
25.11.2009 00:00;2389
26.11.2009 00:00;2208
27.11.2009 00:00;3156
28.11.2009 00:00;2224
29.11.2009 00:00;2098
30.11.2009 00:00;3013
01.12.2009 00:00;2799
02.12.2009 00:00;3451
03.12.2009 00:00;2859
04.12.2009 00:00;2270
05.12.2009 00:00;1756
06.12.2009 00:00;1524
07.12.2009 00:00;2354
08.12.2009 00:00;2154
09.12.2009 00:00;2488
10.12.2009 00:00;2296
11.12.2009 00:00;1796
12.12.2009 00:00;1955
13.12.2009 00:00;1510
14.12.2009 00:00;1971
15.12.2009 00:00;1990
16.12.2009 00:00;2087
17.12.2009 00:00;2221
18.12.2009 00:00;1957
19.12.2009 00:00;1384
20.12.2009 00:00;1413
21.12.2009 00:00;1928
22.12.2009 00:00;2202
23.12.2009 00:00;1920
24.12.2009 00:00;1572
25.12.2009 00:00;1634
26.12.2009 00:00;1534
27.12.2009 00:00;1527
28.12.2009 00:00;2078
29.12.2009 00:00;1963
30.12.2009 00:00;1967
31.12.2009 00:00;2067
01.01.2010 00:00;2018
02.01.2010 00:00;1727
03.01.2010 00:00;1593
04.01.2010 00:00;2360
05.01.2010 00:00;2134
06.01.2010 00:00;2702
07.01.2010 00:00;2670
08.01.2010 00:00;2330
09.01.2010 00:00;1743
10.01.2010 00:00;1775
11.01.2010 00:00;2935
12.01.2010 00:00;2880
13.01.2010 00:00;2746
14.01.2010 00:00;2797
15.01.2010 00:00;2508
16.01.2010 00:00;1751
17.01.2010 00:00;1849
18.01.2010 00:00;2723
19.01.2010 00:00;2820
20.01.2010 00:00;2672
21.01.2010 00:00;2678
22.01.2010 00:00;2590
23.01.2010 00:00;235
24.01.2010 00:00;0
25.01.2010 00:00;2878
26.01.2010 00:00;2935
27.01.2010 00:00;2760
28.01.2010 00:00;2696
29.01.2010 00:00;2238
30.01.2010 00:00;1912
31.01.2010 00:00;2034
01.02.2010 00:00;3301
02.02.2010 00:00;3225
03.02.2010 00:00;2907
04.02.2010 00:00;3207
05.02.2010 00:00;2887
06.02.2010 00:00;2145
07.02.2010 00:00;2264
08.02.2010 00:00;2791
09.02.2010 00:00;3780
10.02.2010 00:00;3436
11.02.2010 00:00;3304
12.02.2010 00:00;2856
13.02.2010 00:00;2035
14.02.2010 00:00;2499
15.02.2010 00:00;3474
16.02.2010 00:00;3799
17.02.2010 00:00;4014
18.02.2010 00:00;3975
19.02.2010 00:00;3770
20.02.2010 00:00;3126
21.02.2010 00:00;3922
22.02.2010 00:00;5405
23.02.2010 00:00;4965
24.02.2010 00:00;4118
25.02.2010 00:00;4068
26.02.2010 00:00;4182
27.02.2010 00:00;3818
28.02.2010 00:00;5025
01.03.2010 00:00;9521
02.03.2010 00:00;9250
03.03.2010 00:00;8001
04.03.2010 00:00;8496
05.03.2010 00:00;9398
06.03.2010 00:00;15454
07.03.2010 00:00;15558
08.03.2010 00:00;15837
09.03.2010 00:00;17484
10.03.2010 00:00;17087
11.03.2010 00:00;19342
12.03.2010 00:00;33832
13.03.2010 00:00;68237
14.03.2010 00:00;167059
15.03.2010 00:00;68033
16.03.2010 00:00;25991
17.03.2010 00:00;20127
18.03.2010 00:00;16367
19.03.2010 00:00;14338
20.03.2010 00:00;12816
21.03.2010 00:00;12419
22.03.2010 00:00;12209
23.03.2010 00:00;12033
24.03.2010 00:00;13071
25.03.2010 00:00;13302
26.03.2010 00:00;16868
27.03.2010 00:00;24298
28.03.2010 00:00;31896
29.03.2010 00:00;19776
30.03.2010 00:00;14421
31.03.2010 00:00;12442
01.04.2010 00:00;12100
02.04.2010 00:00;9842
03.04.2010 00:00;11318
04.04.2010 00:00;9754
05.04.2010 00:00;9263
06.04.2010 00:00;8617
07.04.2010 00:00;8361
08.04.2010 00:00;9342
09.04.2010 00:00;8745
10.04.2010 00:00;6383
11.04.2010 00:00;4168
12.04.2010 00:00;7958
13.04.2010 00:00;8991
14.04.2010 00:00;9740
15.04.2010 00:00;9325
16.04.2010 00:00;8965
17.04.2010 00:00;6860
18.04.2010 00:00;6356
19.04.2010 00:00;8855
20.04.2010 00:00;9421
21.04.2010 00:00;9637
22.04.2010 00:00;7774
23.04.2010 00:00;8210
24.04.2010 00:00;7938
25.04.2010 00:00;6942
26.04.2010 00:00;7998
27.04.2010 00:00;8946
28.04.2010 00:00;9081
29.04.2010 00:00;9082
30.04.2010 00:00;9217
01.05.2010 00:00;7653
02.05.2010 00:00;6616
03.05.2010 00:00;8749
04.05.2010 00:00;8674
05.05.2010 00:00;8791
06.05.2010 00:00;8570
07.05.2010 00:00;8575
08.05.2010 00:00;6878
09.05.2010 00:00;7013
10.05.2010 00:00;8902
11.05.2010 00:00;8580
12.05.2010 00:00;8045
13.05.2010 00:00;6820
14.05.2010 00:00;6742
15.05.2010 00:00;7214
16.05.2010 00:00;6418
17.05.2010 00:00;8123
18.05.2010 00:00;6757
19.05.2010 00:00;6461
20.05.2010 00:00;7925
21.05.2010 00:00;8594
22.05.2010 00:00;7098
23.05.2010 00:00;6538
24.05.2010 00:00;7844
25.05.2010 00:00;8030
26.05.2010 00:00;6607
27.05.2010 00:00;7030
28.05.2010 00:00;6242
29.05.2010 00:00;7417
30.05.2010 00:00;6440
31.05.2010 00:00;7389
01.06.2010 00:00;7539
02.06.2010 00:00;7992
03.06.2010 00:00;8457
04.06.2010 00:00;8259
05.06.2010 00:00;6973
06.06.2010 00:00;6266
07.06.2010 00:00;7926
08.06.2010 00:00;7441
09.06.2010 00:00;7392
10.06.2010 00:00;7188
11.06.2010 00:00;4703
12.06.2010 00:00;1476
13.06.2010 00:00;1058
14.06.2010 00:00;1516
15.06.2010 00:00;3985
16.06.2010 00:00;5350
17.06.2010 00:00;7457
18.06.2010 00:00;7284
19.06.2010 00:00;6976
20.06.2010 00:00;6273
21.06.2010 00:00;8544
22.06.2010 00:00;7715
23.06.2010 00:00;7900
24.06.2010 00:00;6771
25.06.2010 00:00;6319
26.06.2010 00:00;5790
27.06.2010 00:00;1735
28.06.2010 00:00;5030
29.06.2010 00:00;7772
30.06.2010 00:00;7450
01.07.2010 00:00;5255
02.07.2010 00:00;4679
03.07.2010 00:00;5648
04.07.2010 00:00;5575
05.07.2010 00:00;2234
06.07.2010 00:00;6534
07.07.2010 00:00;1860
08.07.2010 00:00;0
09.07.2010 00:00;0
10.07.2010 00:00;4609
11.07.2010 00:00;5316
12.07.2010 00:00;6644
13.07.2010 00:00;6560
14.07.2010 00:00;7111
15.07.2010 00:00;6801
16.07.2010 00:00;6540
17.07.2010 00:00;3620
18.07.2010 00:00;5392
19.07.2010 00:00;6628
20.07.2010 00:00;6550
21.07.2010 00:00;7344
22.07.2010 00:00;9484
23.07.2010 00:00;11019
24.07.2010 00:00;9819
25.07.2010 00:00;9811
26.07.2010 00:00;11725
27.07.2010 00:00;10159
28.07.2010 00:00;10649
29.07.2010 00:00;10805
30.07.2010 00:00;10994
31.07.2010 00:00;8758
01.08.2010 00:00;8175
02.08.2010 00:00;11081
03.08.2010 00:00;12038
04.08.2010 00:00;12736
05.08.2010 00:00;12449
06.08.2010 00:00;11688
07.08.2010 00:00;9433
08.08.2010 00:00;9543
09.08.2010 00:00;12646
10.08.2010 00:00;12340
11.08.2010 00:00;12253
12.08.2010 00:00;11577
13.08.2010 00:00;11528
14.08.2010 00:00;9105
15.08.2010 00:00;9035
16.08.2010 00:00;11897
17.08.2010 00:00;11582
18.08.2010 00:00;12269
19.08.2010 00:00;11068
20.08.2010 00:00;11115
21.08.2010 00:00;8716
22.08.2010 00:00;8637
23.08.2010 00:00;13334
24.08.2010 00:00;12688
25.08.2010 00:00;12587
26.08.2010 00:00;11975
27.08.2010 00:00;10856
28.08.2010 00:00;8630
29.08.2010 00:00;9550
30.08.2010 00:00;13759
31.08.2010 00:00;12505
01.09.2010 00:00;13147
02.09.2010 00:00;13177
03.09.2010 00:00;11993
04.09.2010 00:00;9640
05.09.2010 00:00;10990
06.09.2010 00:00;14283
07.09.2010 00:00;16721
08.09.2010 00:00;15456
09.09.2010 00:00;15045
10.09.2010 00:00;12154
11.09.2010 00:00;11726
12.09.2010 00:00;12279
13.09.2010 00:00;17677
14.09.2010 00:00;15735
15.09.2010 00:00;16703
16.09.2010 00:00;15120
17.09.2010 00:00;13391
18.09.2010 00:00;10970
19.09.2010 00:00;13303
20.09.2010 00:00;21615
21.09.2010 00:00;19914
22.09.2010 00:00;21279
23.09.2010 00:00;21796
24.09.2010 00:00;17567
25.09.2010 00:00;14879
26.09.2010 00:00;18766
