,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
5,2017.01.01,00:00,23:59,Olympia,181,169,350,-6.1,2.6,0.0,36,5.9
11,2017.01.02,00:00,23:59,Olympia,216,206,422,-5.4,0.8,3.2,69,0.3
17,2017.01.03,00:00,23:59,Olympia,198,196,394,-2.1,0.6,0.0,85,3.6
23,2017.01.04,00:00,23:59,Olympia,157,140,297,-0.9,1.3,2.2,94,0.0
29,2017.01.05,00:00,23:59,Olympia,156,132,288,-7.1,-0.2,0.0,88,0.0
35,2017.01.06,00:00,23:59,Olympia,95,89,184,-13.0,-6.5,0.0,43,5.0
41,2017.01.07,00:00,23:59,Olympia,59,68,127,-14.8,-4.0,4.6,74,0.0
47,2017.01.08,00:00,23:59,Olympia,94,69,163,-4.6,-1.0,2.7,98,0.0
53,2017.01.09,00:00,23:59,Olympia,299,306,605,-2.2,-0.1,0.0,99,0.0
59,2017.01.10,00:00,23:59,Olympia,277,312,589,-4.2,0.0,0.1,65,7.8
65,2017.01.11,00:00,23:59,Olympia,258,241,499,-5.3,3.8,2.2,98,0.1
71,2017.01.12,00:00,23:59,Olympia,316,309,625,1.6,5.5,7.3,96,0.0
77,2017.01.13,00:00,23:59,Olympia,299,299,598,-1.5,5.4,0.8,94,0.0
83,2017.01.14,00:00,23:59,Olympia,143,143,286,-2.3,2.0,1.5,90,0.5
89,2017.01.15,00:00,23:59,Olympia,113,115,228,-3.4,0.5,4.3,96,2.0
95,2017.01.16,00:00,23:59,Olympia,250,287,537,-4.5,-2.3,1.4,98,0.0
101,2017.01.17,00:00,23:59,Olympia,262,284,546,-7.9,-3.7,0.1,73,1.6
107,2017.01.18,00:00,23:59,Olympia,205,227,432,-8.4,-3.5,0.0,84,0.0
113,2017.01.19,00:00,23:59,Olympia,250,258,508,-8.8,-3.5,0.0,51,4.4
119,2017.01.20,00:00,23:59,Olympia,224,254,478,-11.0,-2.4,0.0,1,7.5
125,2017.01.21,00:00,23:59,Olympia,126,145,271,-11.7,-1.7,0.0,3,7.3
131,2017.01.22,00:00,23:59,Olympia,98,101,199,-13.1,-6.2,0.0,16,6.8
137,2017.01.23,00:00,23:59,Olympia,267,303,570,-13.0,-4.0,0.0,16,6.2
143,2017.01.24,00:00,23:59,Olympia,260,285,545,-11.4,-7.2,0.0,96,0.0
149,2017.01.25,00:00,23:59,Olympia,225,270,495,-9.6,-3.9,0.0,100,0.0
155,2017.01.26,00:00,23:59,Olympia,278,302,580,-8.3,-0.8,0.0,56,3.8
161,2017.01.27,00:00,23:59,Olympia,301,334,635,-10.9,5.0,0.0,1,8.6
167,2017.01.28,00:00,23:59,Olympia,193,189,382,-9.7,4.9,0.0,11,8.0
173,2017.01.29,00:00,23:59,Olympia,256,245,501,-8.2,8.7,0.0,0,8.6
179,2017.01.30,00:00,23:59,Olympia,337,362,699,-5.8,7.2,4.1,64,1.3
185,2017.01.31,00:00,23:59,Olympia,267,260,527,1.1,6.2,10.1,98,0.0
191,2017.02.01,00:00,23:59,Olympia,450,464,914,0.5,4.1,0.0,99,0.0
197,2017.02.02,00:00,23:59,Olympia,489,531,1020,-0.9,9.2,0.0,88,2.2
203,2017.02.03,00:00,23:59,Olympia,441,471,912,-1.0,8.6,0.0,79,0.4
209,2017.02.04,00:00,23:59,Olympia,368,376,744,3.6,10.1,0.0,74,4.5
215,2017.02.05,00:00,23:59,Olympia,446,371,817,1.8,8.2,0.0,61,4.6
221,2017.02.06,00:00,23:59,Olympia,485,485,970,1.4,3.4,0.0,100,0.0
227,2017.02.07,00:00,23:59,Olympia,538,561,1099,1.1,6.4,0.0,94,1.2
233,2017.02.08,00:00,23:59,Olympia,515,521,1036,-1.4,3.1,0.0,100,0.0
239,2017.02.09,00:00,23:59,Olympia,482,487,969,-2.1,0.5,0.0,93,0.6
245,2017.02.10,00:00,23:59,Olympia,467,476,943,-2.4,0.3,0.0,100,0.0
251,2017.02.11,00:00,23:59,Olympia,368,355,723,-3.8,6.3,0.0,20,8.4
257,2017.02.12,00:00,23:59,Olympia,224,226,450,-2.1,0.2,0.0,99,0.0
263,2017.02.13,00:00,23:59,Olympia,531,522,1053,-1.6,3.4,0.0,60,2.1
269,2017.02.14,00:00,23:59,Olympia,567,601,1168,-4.2,8.3,0.0,16,7.4
275,2017.02.15,00:00,23:59,Olympia,638,643,1281,-3.2,11.9,0.0,0,9.5
281,2017.02.16,00:00,23:59,Olympia,677,669,1346,-0.8,14.6,3.0,4,9.1
287,2017.02.17,00:00,23:59,Olympia,325,327,652,2.3,7.2,10.8,96,0.3
293,2017.02.18,00:00,23:59,Olympia,271,306,577,-0.6,6.2,0.0,70,0.3
299,2017.02.19,00:00,23:59,Olympia,500,539,1039,-2.7,8.9,1.1,53,6.8
305,2017.02.20,00:00,23:59,Olympia,519,518,1037,3.7,9.6,1.1,93,1.6
311,2017.02.21,00:00,23:59,Olympia,407,404,811,6.6,9.6,3.4,96,0.0
317,2017.02.22,00:00,23:59,Olympia,528,559,1087,9.1,12.3,0.1,86,2.3
323,2017.02.23,00:00,23:59,Olympia,696,695,1391,7.2,19.0,0.7,73,4.9
329,2017.02.24,00:00,23:59,Olympia,440,473,913,1.3,11.9,0.5,90,1.6
335,2017.02.25,00:00,23:59,Olympia,459,484,943,-0.9,9.7,0.0,9,9.4
341,2017.02.26,00:00,23:59,Olympia,388,401,789,0.9,11.6,0.0,64,2.4
347,2017.02.27,00:00,23:59,Olympia,660,655,1315,0.6,15.8,0.0,25,7.1
353,2017.02.28,00:00,23:59,Olympia,240,233,473,1.6,9.2,14.9,79,0.0
359,2017.03.01,00:00,23:59,Olympia,456,493,949,1.4,8.1,3.9,85,1.4
365,2017.03.02,00:00,23:59,Olympia,458,471,929,3.4,10.7,0.1,58,4.2
371,2017.03.03,00:00,23:59,Olympia,554,602,1156,1.0,13.1,0.0,75,4.6
377,2017.03.04,00:00,23:59,Olympia,802,809,1611,6.8,18.9,0.0,48,6.1
383,2017.03.05,00:00,23:59,Olympia,532,512,1044,4.5,11.0,1.1,74,3.3
389,2017.03.06,00:00,23:59,Olympia,553,566,1119,3.6,9.6,1.0,89,1.5
395,2017.03.07,00:00,23:59,Olympia,526,535,1061,2.5,7.1,3.1,83,1.7
401,2017.03.08,00:00,23:59,Olympia,600,555,1155,2.3,8.8,8.0,79,3.4
407,2017.03.09,00:00,23:59,Olympia,322,350,672,7.8,9.7,9.1,91,0.0
413,2017.03.10,00:00,23:59,Olympia,581,577,1158,0.3,8.8,0.0,64,3.9
419,2017.03.11,00:00,23:59,Olympia,625,626,1251,-1.4,11.3,0.0,64,4.9
425,2017.03.12,00:00,23:59,Olympia,788,762,1550,0.3,10.7,0.0,20,9.6
431,2017.03.13,00:00,23:59,Olympia,766,816,1582,-1.4,12.0,0.0,48,8.0
437,2017.03.14,00:00,23:59,Olympia,823,830,1653,2.5,13.1,0.0,69,4.6
443,2017.03.15,00:00,23:59,Olympia,774,832,1606,3.5,13.1,0.0,54,2.9
449,2017.03.16,00:00,23:59,Olympia,979,1018,1997,1.3,15.8,0.0,25,8.6
455,2017.03.17,00:00,23:59,Olympia,749,778,1527,5.7,19.4,3.3,40,8.8
461,2017.03.18,00:00,23:59,Olympia,150,162,312,7.1,10.2,4.2,96,0.0
467,2017.03.19,00:00,23:59,Olympia,437,425,862,8.7,14.4,0.0,98,0.2
473,2017.03.20,00:00,23:59,Olympia,791,870,1661,8.0,15.5,0.3,79,3.3
479,2017.03.21,00:00,23:59,Olympia,791,782,1573,6.8,14.5,2.1,96,2.2
485,2017.03.22,00:00,23:59,Olympia,445,471,916,5.4,8.7,2.3,99,0.0
491,2017.03.23,00:00,23:59,Olympia,871,895,1766,5.7,14.8,0.0,50,7.3
497,2017.03.24,00:00,23:59,Olympia,684,722,1406,5.0,8.8,0.0,98,0.0
503,2017.03.25,00:00,23:59,Olympia,765,713,1478,5.4,13.8,0.0,48,7.6
509,2017.03.26,00:00,23:59,Olympia,893,878,1771,3.9,12.7,0.0,10,9.7
515,2017.03.27,00:00,23:59,Olympia,971,998,1969,1.1,17.0,0.0,1,12.2
521,2017.03.28,00:00,23:59,Olympia,1208,1230,2438,1.9,19.0,0.0,4,11.8
527,2017.03.29,00:00,23:59,Olympia,1082,1100,2182,8.8,19.2,0.0,25,9.9
533,2017.03.30,00:00,23:59,Olympia,1193,1126,2319,7.0,20.4,0.0,8,10.8
539,2017.03.31,00:00,23:59,Olympia,1233,1264,2497,6.3,23.9,0.0,0,11.2
545,2017.04.01,00:00,23:59,Olympia,932,944,1876,8.6,22.9,0.0,35,7.3
551,2017.04.02,00:00,23:59,Olympia,1354,1345,2699,8.3,19.8,0.0,21,9.8
557,2017.04.03,00:00,23:59,Olympia,848,857,1705,8.6,16.9,2.9,63,1.2
563,2017.04.04,00:00,23:59,Olympia,697,732,1429,5.7,12.9,7.2,85,1.3
569,2017.04.05,00:00,23:59,Olympia,902,894,1796,5.7,13.3,0.0,98,0.6
575,2017.04.06,00:00,23:59,Olympia,839,871,1710,5.1,9.3,0.0,95,0.9
581,2017.04.07,00:00,23:59,Olympia,981,968,1949,5.1,14.6,0.0,91,3.2
587,2017.04.08,00:00,23:59,Olympia,1320,1301,2621,4.2,18.7,0.0,9,11.8
593,2017.04.09,00:00,23:59,Olympia,1440,1449,2889,5.8,22.2,0.0,4,12.4
599,2017.04.10,00:00,23:59,Olympia,1149,1181,2330,10.4,23.5,1.0,31,9.6
605,2017.04.11,00:00,23:59,Olympia,926,939,1865,4.4,13.6,0.0,58,5.3
611,2017.04.12,00:00,23:59,Olympia,1166,1155,2321,3.4,18.8,0.0,65,8.9
617,2017.04.13,00:00,23:59,Olympia,666,685,1351,8.8,14.6,0.0,91,0.3
623,2017.04.14,00:00,23:59,Olympia,478,500,978,7.6,13.4,0.0,98,0.5
629,2017.04.15,00:00,23:59,Olympia,240,261,501,7.3,15.1,1.3,95,0.7
635,2017.04.16,00:00,23:59,Olympia,210,200,410,3.3,7.7,5.9,94,0.0
641,2017.04.17,00:00,23:59,Olympia,180,161,341,2.4,8.6,8.4,96,0.4
647,2017.04.18,00:00,23:59,Olympia,244,258,502,0.1,5.3,8.3,88,2.0
653,2017.04.19,00:00,23:59,Olympia,358,376,734,0.1,4.9,0.9,95,1.3
659,2017.04.20,00:00,23:59,Olympia,567,575,1142,-1.3,6.1,0.0,80,3.2
665,2017.04.21,00:00,23:59,Olympia,718,709,1427,-0.4,11.9,0.0,33,11.3
671,2017.04.22,00:00,23:59,Olympia,642,748,1390,3.9,11.3,1.7,78,0.0
677,2017.04.23,00:00,23:59,Olympia,941,900,1841,0.5,10.0,0.0,63,4.7
683,2017.04.24,00:00,23:59,Olympia,1290,1253,2543,-1.0,17.1,0.0,16,12.9
689,2017.04.25,00:00,23:59,Olympia,599,577,1176,4.7,14.8,18.3,93,0.1
695,2017.04.26,00:00,23:59,Olympia,386,398,784,1.5,4.9,17.7,99,0.0
701,2017.04.27,00:00,23:59,Olympia,383,392,775,0.4,4.6,17.0,98,0.0
707,2017.04.28,00:00,23:59,Olympia,306,304,610,0.3,3.6,13.5,95,0.0
713,2017.04.29,00:00,23:59,Olympia,578,612,1190,1.8,12.6,0.0,64,5.3
719,2017.04.30,00:00,23:59,Olympia,1077,1045,2122,0.0,16.8,0.0,0,13.5
725,2017.05.01,00:00,23:59,Olympia,512,488,1000,3.4,14.3,17.8,73,4.7
731,2017.05.02,00:00,23:59,Olympia,885,939,1824,3.8,15.9,0.0,75,5.9
737,2017.05.03,00:00,23:59,Olympia,1063,1061,2124,7.7,15.1,0.0,90,2.3
743,2017.05.04,00:00,23:59,Olympia,862,887,1749,8.2,14.8,1.9,88,2.7
749,2017.05.05,00:00,23:59,Olympia,874,911,1785,7.7,15.5,0.0,65,5.4
755,2017.05.06,00:00,23:59,Olympia,1299,1253,2552,5.3,22.0,6.8,46,10.8
761,2017.05.07,00:00,23:59,Olympia,357,421,778,9.2,12.7,11.5,99,0.0
767,2017.05.08,00:00,23:59,Olympia,296,335,631,6.5,11.3,27.2,98,0.0
773,2017.05.09,00:00,23:59,Olympia,743,800,1543,4.8,11.2,0.5,94,1.0
779,2017.05.10,00:00,23:59,Olympia,1379,1376,2755,2.1,17.8,0.0,3,14.1
785,2017.05.11,00:00,23:59,Olympia,1356,1401,2757,6.4,23.9,0.4,46,9.6
791,2017.05.12,00:00,23:59,Olympia,955,934,1889,12.7,22.4,0.3,81,6.8
797,2017.05.13,00:00,23:59,Olympia,773,746,1519,12.6,22.4,2.8,70,7.2
803,2017.05.14,00:00,23:59,Olympia,638,619,1257,12.1,19.7,10.3,91,1.8
809,2017.05.15,00:00,23:59,Olympia,1086,1117,2203,9.9,19.3,3.4,70,4.9
815,2017.05.16,00:00,23:59,Olympia,1631,1701,3332,7.9,22.4,0.0,16,12.3
821,2017.05.17,00:00,23:59,Olympia,1943,1987,3930,9.7,25.5,0.0,1,14.6
827,2017.05.18,00:00,23:59,Olympia,1640,1670,3310,11.1,27.1,0.0,21,11.6
833,2017.05.19,00:00,23:59,Olympia,1079,1121,2200,7.5,24.1,12.5,50,7.9
839,2017.05.20,00:00,23:59,Olympia,1325,1311,2636,6.3,17.9,0.0,53,10.9
845,2017.05.21,00:00,23:59,Olympia,1619,1577,3196,8.5,19.9,0.0,44,8.5
851,2017.05.22,00:00,23:59,Olympia,1513,1554,3067,9.8,23.6,0.0,24,12.6
857,2017.05.23,00:00,23:59,Olympia,1510,1513,3023,12.6,25.2,0.0,63,8.7
863,2017.05.24,00:00,23:59,Olympia,1128,1131,2259,12.4,18.9,0.6,94,2.6
869,2017.05.25,00:00,23:59,Olympia,1159,1075,2234,11.2,20.2,0.0,44,8.8
875,2017.05.26,00:00,23:59,Olympia,1192,1219,2411,8.8,23.7,0.0,0,14.9
881,2017.05.27,00:00,23:59,Olympia,1121,1102,2223,10.9,26.3,0.0,0,15.0
887,2017.05.28,00:00,23:59,Olympia,1244,1137,2381,11.3,29.1,0.0,4,14.5
893,2017.05.29,00:00,23:59,Olympia,1663,1726,3389,13.5,31.2,0.0,28,14.5
899,2017.05.30,00:00,23:59,Olympia,1520,1522,3042,17.4,29.4,2.2,41,10.9
905,2017.05.31,00:00,23:59,Olympia,1274,1307,2581,17.2,26.4,0.0,65,6.8
911,2017.06.01,00:00,23:59,Olympia,1463,1514,2977,14.8,25.7,0.0,65,4.8
917,2017.06.02,00:00,23:59,Olympia,1211,1159,2370,16.4,25.3,0.0,40,8.1
923,2017.06.03,00:00,23:59,Olympia,1330,1403,2733,16.0,29.1,10.4,29,12.6
929,2017.06.04,00:00,23:59,Olympia,837,901,1738,14.5,19.7,0.1,85,2.2
935,2017.06.05,00:00,23:59,Olympia,875,872,1747,13.2,21.6,15.7,88,1.5
941,2017.06.06,00:00,23:59,Olympia,904,661,1565,10.0,17.6,11.1,84,0.0
947,2017.06.07,00:00,23:59,Olympia,1093,1095,2188,8.3,17.2,1.3,54,8.4
953,2017.06.08,00:00,23:59,Olympia,1533,1507,3040,7.2,22.4,0.0,23,15.0
959,2017.06.09,00:00,23:59,Olympia,1672,1278,2950,10.2,26.6,3.0,50,8.6
965,2017.06.10,00:00,23:59,Olympia,1091,1132,2223,13.6,22.8,0.0,40,11.9
971,2017.06.11,00:00,23:59,Olympia,1293,1274,2567,11.6,28.6,0.0,19,14.9
977,2017.06.12,00:00,23:59,Olympia,1216,1243,2459,17.7,27.6,4.0,80,4.9
983,2017.06.13,00:00,23:59,Olympia,2866,2184,5050,14.8,26.1,0.0,49,10.4
989,2017.06.14,00:00,23:59,Olympia,1640,1674,3314,13.3,25.4,0.0,24,13.0
995,2017.06.15,00:00,23:59,Olympia,1134,1272,2406,13.1,29.3,0.0,33,12.2
1001,2017.06.16,00:00,23:59,Olympia,1005,1051,2056,16.2,25.8,0.0,73,7.0
1007,2017.06.17,00:00,23:59,Olympia,924,967,1891,14.2,21.7,0.0,64,10.1
1013,2017.06.18,00:00,23:59,Olympia,1617,1462,3079,12.7,24.5,0.0,25,13.9
1019,2017.06.19,00:00,23:59,Olympia,1722,1764,3486,12.6,29.8,0.0,5,15.3
1025,2017.06.20,00:00,23:59,Olympia,1735,1810,3545,17.7,32.4,0.0,30,9.4
1031,2017.06.21,00:00,23:59,Olympia,2022,1981,4003,19.9,32.3,0.0,31,11.2
1037,2017.06.22,00:00,23:59,Olympia,1896,1911,3807,18.4,33.5,0.0,21,11.6
1043,2017.06.23,00:00,23:59,Olympia,1951,1912,3863,20.3,32.0,0.0,40,7.7
1049,2017.06.24,00:00,23:59,Olympia,2092,1922,4014,19.2,28.3,0.0,65,4.8
1055,2017.06.25,00:00,23:59,Olympia,1423,1303,2726,15.8,23.3,12.8,75,1.5
1061,2017.06.26,00:00,23:59,Olympia,2148,2093,4241,17.0,30.1,5.8,38,14.5
1067,2017.06.27,00:00,23:59,Olympia,1671,1521,3192,16.9,27.9,0.0,71,6.2
1073,2017.06.28,00:00,23:59,Olympia,1628,1507,3135,16.7,26.7,8.5,79,4.7
1079,2017.06.29,00:00,23:59,Olympia,965,974,1939,14.0,23.8,4.1,85,4.3
1085,2017.06.30,00:00,23:59,Olympia,1585,1529,3114,14.3,24.1,0.0,79,7.1
1091,2017.07.01,00:00,23:59,Olympia,1666,1427,3093,14.1,23.0,1.0,88,7.2
1097,2017.07.02,00:00,23:59,Olympia,609,528,1137,13.1,19.0,9.3,96,0.4
1103,2017.07.03,00:00,23:59,Olympia,1621,1620,3241,13.4,23.7,0.0,76,5.6
1109,2017.07.04,00:00,23:59,Olympia,2247,2119,4366,15.2,26.3,0.0,46,8.1
1115,2017.07.05,00:00,23:59,Olympia,2280,2286,4566,14.1,30.6,0.0,5,14.2
1121,2017.07.06,00:00,23:59,Olympia,2101,2042,4143,17.4,32.1,0.0,14,12.4
1127,2017.07.07,00:00,23:59,Olympia,1801,1713,3514,18.5,31.9,2.7,69,5.8
1133,2017.07.08,00:00,23:59,Olympia,1258,1191,2449,18.7,31.8,1.2,59,7.6
1139,2017.07.09,00:00,23:59,Olympia,1154,1051,2205,18.1,29.5,3.9,79,3.9
1145,2017.07.10,00:00,23:59,Olympia,1602,1517,3119,17.5,27.5,1.5,86,3.5
1151,2017.07.11,00:00,23:59,Olympia,1924,1884,3808,16.5,24.8,0.2,75,7.6
1157,2017.07.12,00:00,23:59,Olympia,1485,1398,2883,15.0,26.7,3.8,91,2.6
1163,2017.07.13,00:00,23:59,Olympia,3435,3349,6784,13.5,23.1,0.0,39,12.0
1169,2017.07.14,00:00,23:59,Olympia,1028,983,2011,13.0,21.9,16.6,86,3.1
1175,2017.07.15,00:00,23:59,Olympia,1148,1059,2207,12.0,20.2,0.0,81,5.0
1181,2017.07.16,00:00,23:59,Olympia,2037,1876,3913,11.4,24.1,0.0,44,12.5
1187,2017.07.17,00:00,23:59,Olympia,1658,1669,3327,14.8,27.5,0.0,33,11.3
1193,2017.07.18,00:00,23:59,Olympia,1855,1813,3668,14.6,30.3,0.2,39,12.6
1199,2017.07.19,00:00,23:59,Olympia,1776,1709,3485,17.6,33.0,0.0,59,10.7
1205,2017.07.20,00:00,23:59,Olympia,1268,1232,2500,16.2,29.1,1.9,91,6.2
1211,2017.07.21,00:00,23:59,Olympia,1465,1429,2894,15.1,29.1,0.0,59,10.8
1217,2017.07.22,00:00,23:59,Olympia,2314,1489,3803,18.0,29.6,8.0,81,7.2
1223,2017.07.23,00:00,23:59,Olympia,1005,994,1999,16.1,22.6,4.1,94,1.0
1229,2017.07.24,00:00,23:59,Olympia,791,819,1610,12.1,18.2,8.9,95,0.4
1235,2017.07.25,00:00,23:59,Olympia,673,639,1312,11.9,17.5,25.0,95,1.3
1241,2017.07.26,00:00,23:59,Olympia,358,334,692,12.1,14.1,29.3,98,0.0
1247,2017.07.27,00:00,23:59,Olympia,848,876,1724,12.7,19.5,11.9,89,2.3
1253,2017.07.28,00:00,23:59,Olympia,1031,1040,2071,14.6,21.1,0.0,81,4.2
1259,2017.07.29,00:00,23:59,Olympia,104,123,227,14.0,28.3,0.0,60,12.4
1265,2017.07.30,00:00,23:59,Olympia,1090,1034,2124,17.3,32.1,8.4,90,7.8
1271,2017.07.31,00:00,23:59,Olympia,1570,1457,3027,17.1,31.4,0.0,75,8.9
1277,2017.08.01,00:00,23:59,Olympia,1359,1372,2731,17.7,35.8,16.7,25,12.4
1283,2017.08.02,00:00,23:59,Olympia,1389,1337,2726,18.3,30.7,0.1,75,9.4
1289,2017.08.03,00:00,23:59,Olympia,1645,1577,3222,20.0,31.6,0.0,71,6.1
1295,2017.08.04,00:00,23:59,Olympia,1578,1507,3085,20.6,28.0,0.0,100,2.4
1301,2017.08.05,00:00,23:59,Olympia,1479,1434,2913,18.3,29.3,4.2,74,9.1
1307,2017.08.06,00:00,23:59,Olympia,679,695,1374,13.8,19.4,1.0,88,0.3
1313,2017.08.07,00:00,23:59,Olympia,1884,1781,3665,11.9,24.2,0.0,24,12.4
1319,2017.08.08,00:00,23:59,Olympia,1239,1168,2407,13.5,29.0,16.1,71,8.5
1325,2017.08.09,00:00,23:59,Olympia,1118,1089,2207,15.7,23.4,0.0,98,2.8
1331,2017.08.10,00:00,23:59,Olympia,720,695,1415,11.4,17.8,19.2,94,0.1
1337,2017.08.11,00:00,23:59,Olympia,447,449,896,11.0,14.6,1.7,98,0.0
1343,2017.08.12,00:00,23:59,Olympia,683,633,1316,12.1,17.6,0.3,89,0.1
1349,2017.08.13,00:00,23:59,Olympia,1457,1421,2878,13.5,24.3,0.0,54,7.9
1355,2017.08.14,00:00,23:59,Olympia,1275,1280,2555,13.3,27.1,0.0,68,13.6
1361,2017.08.15,00:00,23:59,Olympia,1482,1474,2956,14.4,31.3,18.5,35,12.0
1367,2017.08.16,00:00,23:59,Olympia,1214,1142,2356,16.6,26.0,0.0,89,6.4
1373,2017.08.17,00:00,23:59,Olympia,1467,1401,2868,15.7,28.6,0.0,74,8.7
1379,2017.08.18,00:00,23:59,Olympia,1250,1267,2517,14.0,22.0,0.0,75,5.0
1385,2017.08.19,00:00,23:59,Olympia,705,653,1358,14.5,19.8,1.6,95,1.8
1391,2017.08.20,00:00,23:59,Olympia,1359,1333,2692,12.1,20.6,0.2,58,9.7
1397,2017.08.21,00:00,23:59,Olympia,1202,1186,2388,10.9,20.5,0.0,71,6.2
1403,2017.08.22,00:00,23:59,Olympia,1439,1364,2803,9.2,22.6,0.0,38,11.0
1409,2017.08.23,00:00,23:59,Olympia,1496,1405,2901,11.3,25.3,0.0,48,10.5
1415,2017.08.24,00:00,23:59,Olympia,2064,1964,4028,14.9,29.2,0.3,65,11.0
1421,2017.08.25,00:00,23:59,Olympia,1424,1438,2862,15.0,29.6,0.0,39,11.5
1427,2017.08.26,00:00,23:59,Olympia,1196,1233,2429,17.3,31.5,0.0,50,10.2
1433,2017.08.27,00:00,23:59,Olympia,917,935,1852,17.1,26.9,1.1,61,4.1
1439,2017.08.28,00:00,23:59,Olympia,868,905,1773,16.1,26.4,0.7,44,7.2
1445,2017.08.29,00:00,23:59,Olympia,1342,1318,2660,14.2,27.9,0.0,9,12.5
1451,2017.08.30,00:00,23:59,Olympia,1270,1211,2481,14.3,32.1,0.0,45,10.0
1457,2017.08.31,00:00,23:59,Olympia,605,553,1158,13.6,25.4,23.1,88,2.7
1463,2017.09.01,00:00,23:59,Olympia,238,213,451,12.0,14.3,13.0,99,0.0
1469,2017.09.02,00:00,23:59,Olympia,175,165,340,10.4,13.7,5.7,98,0.0
1475,2017.09.03,00:00,23:59,Olympia,2770,1175,3945,9.6,16.9,1.7,88,2.7
1481,2017.09.04,00:00,23:59,Olympia,964,954,1918,6.9,20.4,0.0,25,11.8
1487,2017.09.05,00:00,23:59,Olympia,929,902,1831,13.6,22.3,0.6,98,2.3
1493,2017.09.06,00:00,23:59,Olympia,738,712,1450,13.9,21.7,1.8,91,1.9
1499,2017.09.07,00:00,23:59,Olympia,797,776,1573,12.1,18.2,0.3,94,4.0
1505,2017.09.08,00:00,23:59,Olympia,967,945,1912,10.4,20.5,0.0,54,8.7
1511,2017.09.09,00:00,23:59,Olympia,578,461,1039,10.4,19.2,6.4,99,1.0
1517,2017.09.10,00:00,23:59,Olympia,407,363,770,9.6,15.3,1.3,85,0.3
1523,2017.09.11,00:00,23:59,Olympia,888,897,1785,8.9,19.4,0.0,65,3.3
1529,2017.09.12,00:00,23:59,Olympia,1600,1067,2667,9.9,14.4,5.0,96,1.6
1535,2017.09.13,00:00,23:59,Olympia,704,699,1403,9.6,19.5,0.6,78,0.5
1541,2017.09.14,00:00,23:59,Olympia,645,581,1226,9.1,20.1,3.8,53,2.6
1547,2017.09.15,00:00,23:59,Olympia,788,767,1555,7.9,16.4,0.9,56,6.4
1553,2017.09.16,00:00,23:59,Olympia,296,235,531,7.0,12.7,3.4,99,0.3
1559,2017.09.17,00:00,23:59,Olympia,542,475,1017,7.4,16.2,0.1,86,3.0
1565,2017.09.18,00:00,23:59,Olympia,821,743,1564,7.5,14.9,0.3,94,4.7
1571,2017.09.19,00:00,23:59,Olympia,800,787,1587,8.9,12.8,0.9,100,0.0
1577,2017.09.20,00:00,23:59,Olympia,632,601,1233,8.5,14.5,5.8,98,0.7
1583,2017.09.21,00:00,23:59,Olympia,934,956,1890,6.8,17.3,0.0,30,10.2
1589,2017.09.22,00:00,23:59,Olympia,857,812,1669,5.4,18.4,0.1,56,5.5
1595,2017.09.23,00:00,23:59,Olympia,641,584,1225,8.1,19.8,0.0,68,6.1
1601,2017.09.24,00:00,23:59,Olympia,729,702,1431,8.9,18.8,0.0,76,5.9
1607,2017.09.25,00:00,23:59,Olympia,896,894,1790,7.1,19.4,0.0,30,8.2
1613,2017.09.26,00:00,23:59,Olympia,998,993,1991,7.1,19.8,0.0,38,8.6
1619,2017.09.27,00:00,23:59,Olympia,979,960,1939,9.1,20.4,0.0,81,4.7
1625,2017.09.28,00:00,23:59,Olympia,964,938,1902,8.4,21.1,0.0,78,2.9
1631,2017.09.29,00:00,23:59,Olympia,892,904,1796,10.5,21.2,0.0,100,3.7
1637,2017.09.30,00:00,23:59,Olympia,821,842,1663,12.9,20.5,3.6,100,0.7
1643,2017.10.01,00:00,23:59,Olympia,340,327,667,10.7,14.0,1.9,96,0.4
1649,2017.10.02,00:00,23:59,Olympia,651,624,1275,7.6,19.9,5.6,66,5.7
1655,2017.10.03,00:00,23:59,Olympia,405,355,760,8.3,16.4,9.2,75,2.9
1661,2017.10.04,00:00,23:59,Olympia,886,918,1804,6.8,16.0,0.0,96,5.1
1667,2017.10.05,00:00,23:59,Olympia,869,824,1693,9.1,22.0,5.4,66,8.3
1673,2017.10.06,00:00,23:59,Olympia,665,639,1304,6.1,12.6,6.5,91,3.4
1679,2017.10.07,00:00,23:59,Olympia,652,666,1318,7.3,13.3,1.6,99,1.0
1685,2017.10.08,00:00,23:59,Olympia,1183,876,2059,7.6,12.1,1.5,99,0.0
1691,2017.10.09,00:00,23:59,Olympia,487,462,949,9.2,12.8,4.2,99,0.1
1697,2017.10.10,00:00,23:59,Olympia,761,705,1466,8.4,14.8,0.1,99,0.9
1703,2017.10.11,00:00,23:59,Olympia,1066,1045,2111,9.0,19.2,0.0,66,9.7
1709,2017.10.12,00:00,23:59,Olympia,1003,905,1908,9.8,19.3,0.0,71,4.9
1715,2017.10.13,00:00,23:59,Olympia,1066,1079,2145,8.7,19.1,0.0,85,9.8
1721,2017.10.14,00:00,23:59,Olympia,989,944,1933,6.7,20.8,0.0,14,10.6
1727,2017.10.15,00:00,23:59,Olympia,2028,1735,3763,6.8,21.9,0.0,0,10.6
1733,2017.10.16,00:00,23:59,Olympia,1221,1165,2386,8.1,25.2,0.0,0,10.4
