,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
6881,2020.02.21,00:00,23:59,Olympia,759,820,1579,2.8,8.9,0.0,66,9.3
6887,2020.02.22,00:00,23:59,Olympia,666,599,1265,2.6,16.9,0.6,73,8.7
6893,2020.02.23,00:00,23:59,Olympia,320,286,606,6.7,16.0,10.5,98,0.1
6899,2020.02.24,00:00,23:59,Olympia,483,493,976,2.4,11.6,1.5,65,2.6
6905,2020.02.25,00:00,23:59,Olympia,564,555,1119,6.1,11.6,0.2,73,0.2
6911,2020.02.26,00:00,23:59,Olympia,532,555,1087,-0.8,6.1,2.3,86,4.5
6917,2020.02.27,00:00,23:59,Olympia,501,497,998,0.5,6.3,6.7,91,1.4
6923,2020.02.28,00:00,23:59,Olympia,456,442,898,-0.4,5.6,0.0,80,5.3
6929,2020.02.29,00:00,23:59,Olympia,616,615,1231,3.4,16.2,2.5,98,2.1
6935,2020.03.01,00:00,23:59,Olympia,739,665,1404,2.8,13.4,3.5,75,5.5
6941,2020.03.02,00:00,23:59,Olympia,752,766,1518,2.8,9.4,2.1,78,5.0
6947,2020.03.03,00:00,23:59,Olympia,546,540,1086,1.7,6.0,1.3,94,0.1
6953,2020.03.04,00:00,23:59,Olympia,728,758,1486,0.6,7.0,0.0,75,2.3
6959,2020.03.05,00:00,23:59,Olympia,592,599,1191,0.6,9.4,5.5,84,0.2
6965,2020.03.06,00:00,23:59,Olympia,610,603,1213,3.5,8.2,0.2,99,2.7
6971,2020.03.07,00:00,23:59,Olympia,293,354,647,2.1,6.1,0.3,95,0.6
6977,2020.03.08,00:00,23:59,Olympia,763,742,1505,0.7,11.0,0.5,39,9.8
6983,2020.03.09,00:00,23:59,Olympia,568,579,1147,3.6,9.2,1.3,95,1.5
6989,2020.03.10,00:00,23:59,Olympia,494,513,1007,3.0,10.2,14.7,85,0.1
6995,2020.03.11,00:00,23:59,Olympia,780,791,1571,10.1,16.4,0.0,88,4.2
7001,2020.03.12,00:00,23:59,Olympia,841,881,1722,7.3,17.3,2.2,74,4.2
7007,2020.03.13,00:00,23:59,Olympia,577,604,1181,4.0,11.7,1.6,66,5.9
7013,2020.03.14,00:00,23:59,Olympia,606,621,1227,1.0,10.2,0.0,89,5.7
7019,2020.03.15,00:00,23:59,Olympia,1151,1120,2271,1.0,14.5,0.0,16,11.5
7025,2020.03.16,00:00,23:59,Olympia,1118,1051,2169,1.4,17.8,0.0,40,11.5
7031,2020.03.17,00:00,23:59,Olympia,805,772,1577,7.1,14.1,0.0,95,1.0
7037,2020.03.18,00:00,23:59,Olympia,1466,1328,2794,4.9,17.8,0.0,19,11.4
7043,2020.03.19,00:00,23:59,Olympia,1248,1261,2509,5.0,18.8,0.0,0,11.4
7049,2020.03.20,00:00,23:59,Olympia,1243,1209,2452,5.5,19.4,16.5,46,9.8
7055,2020.03.21,00:00,23:59,Olympia,116,87,203,0.3,8.9,10.6,95,0.0
7061,2020.03.22,00:00,23:59,Olympia,571,556,1127,-2.3,5.5,0.0,44,9.1
7067,2020.03.23,00:00,23:59,Olympia,620,584,1204,-4.3,4.0,0.0,0,12.1
7073,2020.03.24,00:00,23:59,Olympia,641,584,1225,-3.8,5.1,0.0,0,11.9
7079,2020.03.25,00:00,23:59,Olympia,585,560,1145,-2.9,5.9,0.0,6,11.5
7085,2020.03.26,00:00,23:59,Olympia,505,535,1040,-2.2,7.5,0.0,61,3.6
7091,2020.03.27,00:00,23:59,Olympia,1108,1062,2170,0.6,17.2,0.0,48,11.4
7097,2020.03.28,00:00,23:59,Olympia,1419,1470,2889,1.9,16.0,0.0,16,11.7
7103,2020.03.29,00:00,23:59,Olympia,442,416,858,1.8,8.6,0.7,91,0.3
7109,2020.03.30,00:00,23:59,Olympia,460,431,891,-1.6,5.1,0.0,66,2.8
7115,2020.03.31,00:00,23:59,Olympia,617,674,1291,-3.4,6.9,0.0,29,6.3
7121,2020.04.01,00:00,23:59,Olympia,890,896,1786,-3.4,9.7,0.0,0,12.5
7127,2020.04.02,00:00,23:59,Olympia,1020,1007,2027,-1.5,13.7,0.0,0,12.5
7133,2020.04.03,00:00,23:59,Olympia,996,992,1988,2.5,13.3,0.0,31,11.1
7139,2020.04.04,00:00,23:59,Olympia,1165,1222,2387,3.2,15.2,0.0,28,11.4
7145,2020.04.05,00:00,23:59,Olympia,1653,1683,3336,3.2,17.2,0.0,0,12.7
7151,2020.04.06,00:00,23:59,Olympia,1288,1317,2605,3.0,21.4,0.0,0,12.7
7157,2020.04.07,00:00,23:59,Olympia,1442,1471,2913,5.9,21.5,0.0,0,12.7
7163,2020.04.08,00:00,23:59,Olympia,1453,1468,2921,5.6,22.3,0.0,3,12.7
7169,2020.04.09,00:00,23:59,Olympia,1337,1296,2633,8.0,21.5,0.0,13,10.5
7175,2020.04.10,00:00,23:59,Olympia,1942,2005,3947,6.3,22.0,0.0,3,12.6
7181,2020.04.11,00:00,23:59,Olympia,1680,1771,3451,7.9,21.0,0.0,25,11.8
7187,2020.04.12,00:00,23:59,Olympia,2034,2057,4091,8.2,22.9,0.0,38,10.3
7193,2020.04.13,00:00,23:59,Olympia,1692,1663,3355,4.4,21.8,0.0,75,9.5
7199,2020.04.14,00:00,23:59,Olympia,666,675,1341,1.8,8.8,0.0,49,9.2
7205,2020.04.15,00:00,23:59,Olympia,1212,1193,2405,1.0,17.8,0.0,70,13.1
7211,2020.04.16,00:00,23:59,Olympia,1617,1640,3257,3.5,22.3,0.0,55,13.0
7217,2020.04.17,00:00,23:59,Olympia,1684,1709,3393,9.2,24.5,0.0,61,11.4
7223,2020.04.18,00:00,23:59,Olympia,1760,1803,3563,10.5,25.2,2.4,85,8.9
7229,2020.04.19,00:00,23:59,Olympia,1943,1872,3815,10.2,21.2,0.0,68,9.2
7235,2020.04.20,00:00,23:59,Olympia,1017,1041,2058,7.8,18.4,0.0,78,5.8
7241,2020.04.21,00:00,23:59,Olympia,1173,1221,2394,7.7,19.4,0.0,58,12.6
7247,2020.04.22,00:00,23:59,Olympia,1542,1609,3151,6.1,21.0,0.0,0,13.8
7253,2020.04.23,00:00,23:59,Olympia,1550,1643,3193,5.6,21.2,0.0,0,13.7
7259,2020.04.24,00:00,23:59,Olympia,1285,1284,2569,6.9,21.9,0.0,74,10.1
7265,2020.04.25,00:00,23:59,Olympia,1846,1902,3748,9.7,20.0,0.0,31,13.2
7271,2020.04.26,00:00,23:59,Olympia,2151,2254,4405,4.7,20.5,0.3,15,13.7
7277,2020.04.27,00:00,23:59,Olympia,1202,1231,2433,10.2,20.2,0.0,85,5.3
7283,2020.04.28,00:00,23:59,Olympia,879,909,1788,9.0,21.5,18.2,85,8.4
7289,2020.04.29,00:00,23:59,Olympia,508,536,1044,8.8,13.7,5.7,83,1.4
7295,2020.04.30,00:00,23:59,Olympia,740,734,1474,8.0,17.7,5.7,94,2.6
7301,2020.05.01,00:00,23:59,Olympia,699,678,1377,8.0,15.9,8.3,85,2.9
7307,2020.05.02,00:00,23:59,Olympia,443,421,864,5.1,12.4,6.6,83,2.2
7313,2020.05.03,00:00,23:59,Olympia,1665,1662,3327,5.1,15.4,0.0,81,7.7
7319,2020.05.04,00:00,23:59,Olympia,766,812,1578,9.6,17.3,2.2,98,2.8
7325,2020.05.05,00:00,23:59,Olympia,946,950,1896,6.0,13.1,0.0,81,1.6
7331,2020.05.06,00:00,23:59,Olympia,1444,1463,2907,2.6,14.6,0.0,31,12.3
7337,2020.05.07,00:00,23:59,Olympia,1662,1762,3424,4.1,20.4,0.0,14,14.3
7343,2020.05.08,00:00,23:59,Olympia,1686,1787,3473,7.2,25.3,0.0,63,11.0
7349,2020.05.09,00:00,23:59,Olympia,1547,1529,3076,12.1,26.4,0.6,86,9.0
7355,2020.05.10,00:00,23:59,Olympia,1295,1399,2694,13.9,22.2,4.1,80,5.3
7361,2020.05.11,00:00,23:59,Olympia,606,633,1239,1.6,19.8,15.3,95,1.1
7367,2020.05.12,00:00,23:59,Olympia,1081,1045,2126,1.9,12.5,1.0,89,7.9
7373,2020.05.13,00:00,23:59,Olympia,482,509,991,5.9,9.0,5.5,100,0.1
7379,2020.05.14,00:00,23:59,Olympia,598,616,1214,6.4,12.4,7.3,98,0.1
7385,2020.05.15,00:00,23:59,Olympia,564,578,1142,4.0,10.6,0.8,79,0.3
7391,2020.05.16,00:00,23:59,Olympia,1520,1566,3086,2.7,17.7,0.0,68,12.6
7397,2020.05.17,00:00,23:59,Olympia,2282,2246,4528,5.7,21.2,0.0,4,14.3
7403,2020.05.18,00:00,23:59,Olympia,1743,1789,3532,6.6,23.6,0.0,0,14.8
7409,2020.05.19,00:00,23:59,Olympia,1818,1907,3725,9.2,24.4,0.0,26,12.9
7415,2020.05.20,00:00,23:59,Olympia,1465,1494,2959,11.1,20.9,0.0,76,3.9
7421,2020.05.21,00:00,23:59,Olympia,2007,2137,4144,10.9,23.1,0.0,43,10.5
7427,2020.05.22,00:00,23:59,Olympia,1421,1452,2873,12.1,25.5,0.0,83,9.1
7433,2020.05.23,00:00,23:59,Olympia,406,439,845,8.3,23.2,9.8,98,1.4
7439,2020.05.24,00:00,23:59,Olympia,1416,1413,2829,7.7,17.5,0.1,79,7.1
7445,2020.05.25,00:00,23:59,Olympia,854,863,1717,9.8,17.7,3.3,83,4.3
7451,2020.05.26,00:00,23:59,Olympia,1457,1467,2924,7.0,17.7,0.0,48,7.1
7457,2020.05.27,00:00,23:59,Olympia,1819,1832,3651,6.4,20.2,0.0,35,14.6
7463,2020.05.28,00:00,23:59,Olympia,1074,1028,2102,9.2,17.4,0.4,91,3.1
7469,2020.05.29,00:00,23:59,Olympia,1265,1241,2506,7.0,17.2,0.0,78,3.9
7475,2020.05.30,00:00,23:59,Olympia,1061,1064,2125,6.6,17.5,0.0,66,5.8
7481,2020.05.31,00:00,23:59,Olympia,1366,1439,2805,6.8,18.2,0.0,98,8.5
7487,2020.06.01,00:00,23:59,Olympia,1916,1884,3800,8.3,22.5,0.0,16,14.5
7493,2020.06.02,00:00,23:59,Olympia,1776,1874,3650,9.3,24.1,0.0,16,14.7
7499,2020.06.03,00:00,23:59,Olympia,1804,1833,3637,12.4,26.2,0.0,93,13.4
7505,2020.06.04,00:00,23:59,Olympia,697,767,1464,12.1,19.4,4.3,100,0.1
7511,2020.06.05,00:00,23:59,Olympia,746,792,1538,11.1,16.7,1.3,94,2.2
7517,2020.06.06,00:00,23:59,Olympia,703,754,1457,13.3,20.2,16.2,98,0.3
7523,2020.06.07,00:00,23:59,Olympia,261,279,540,8.6,13.6,11.0,95,0.2
7529,2020.06.08,00:00,23:59,Olympia,1076,1117,2193,9.0,18.3,11.8,99,4.0
7535,2020.06.09,00:00,23:59,Olympia,617,646,1263,10.9,15.0,2.1,96,0.0
7541,2020.06.10,00:00,23:59,Olympia,602,587,1189,11.8,14.8,10.2,96,0.0
7547,2020.06.11,00:00,23:59,Olympia,1262,1215,2477,11.3,19.9,0.1,73,4.9
7553,2020.06.12,00:00,23:59,Olympia,1698,1705,3403,10.0,27.1,0.0,8,15.7
7559,2020.06.13,00:00,23:59,Olympia,1661,1782,3443,13.4,26.7,23.7,18,15.3
7565,2020.06.14,00:00,23:59,Olympia,286,297,583,12.7,15.1,23.3,96,0.0
7571,2020.06.15,00:00,23:59,Olympia,320,322,642,12.7,14.7,27.2,96,0.0
7577,2020.06.16,00:00,23:59,Olympia,818,793,1611,12.9,19.7,1.2,98,3.1
7583,2020.06.17,00:00,23:59,Olympia,947,1009,1956,13.0,24.0,10.9,99,1.9
7589,2020.06.18,00:00,23:59,Olympia,1621,1695,3316,11.8,22.9,0.0,60,11.1
7595,2020.06.19,00:00,23:59,Olympia,606,637,1243,12.5,15.1,11.7,96,0.1
7601,2020.06.20,00:00,23:59,Olympia,660,689,1349,12.1,19.7,21.0,98,1.7
7607,2020.06.21,00:00,23:59,Olympia,1596,1522,3118,12.4,21.8,0.0,80,6.0
7613,2020.06.22,00:00,23:59,Olympia,1507,1556,3063,14.4,23.8,0.0,81,5.3
7619,2020.06.23,00:00,23:59,Olympia,2046,2117,4163,14.1,25.3,0.0,23,12.9
7625,2020.06.24,00:00,23:59,Olympia,2036,2183,4219,12.1,24.8,0.0,21,15.3
7631,2020.06.25,00:00,23:59,Olympia,1735,1650,3385,13.5,23.6,0.1,56,7.7
7637,2020.06.26,00:00,23:59,Olympia,1590,1794,3384,12.2,27.6,0.1,44,11.7
7643,2020.06.27,00:00,23:59,Olympia,1544,1583,3127,17.4,29.2,0.0,70,11.7
7649,2020.06.28,00:00,23:59,Olympia,1488,1557,3045,16.8,27.9,20.3,71,10.1
7655,2020.06.29,00:00,23:59,Olympia,698,746,1444,14.6,21.9,10.7,78,4.3
7661,2020.06.30,00:00,23:59,Olympia,2013,2083,4096,13.6,26.2,0.0,29,14.9
7667,2020.07.01,00:00,23:59,Olympia,1785,1844,3629,14.2,29.8,3.1,53,12.1
7673,2020.07.02,00:00,23:59,Olympia,1015,1053,2068,14.5,25.2,10.1,91,3.6
7679,2020.07.03,00:00,23:59,Olympia,1555,1567,3122,14.6,21.8,0.0,74,3.4
7685,2020.07.04,00:00,23:59,Olympia,1647,1602,3249,13.1,25.6,0.0,30,14.1
7691,2020.07.05,00:00,23:59,Olympia,1849,1903,3752,16.5,28.2,0.0,25,11.5
7697,2020.07.06,00:00,23:59,Olympia,1317,1412,2729,12.9,23.4,0.0,61,8.3
7703,2020.07.07,00:00,23:59,Olympia,1832,1861,3693,11.1,21.5,0.0,21,12.8
7709,2020.07.08,00:00,23:59,Olympia,1976,2065,4041,12.1,26.7,0.0,51,12.1
7715,2020.07.09,00:00,23:59,Olympia,1969,2049,4018,15.1,29.5,0.0,44,13.5
7721,2020.07.10,00:00,23:59,Olympia,1351,1445,2796,16.2,31.0,36.7,41,10.7
7727,2020.07.11,00:00,23:59,Olympia,704,704,1408,13.1,19.8,7.5,84,2.0
7733,2020.07.12,00:00,23:59,Olympia,1959,1973,3932,11.0,22.4,0.0,6,14.1
7739,2020.07.13,00:00,23:59,Olympia,1839,2049,3888,10.6,23.4,0.0,75,14.9
7745,2020.07.14,00:00,23:59,Olympia,2029,1993,4022,10.9,24.8,0.2,66,14.1
7751,2020.07.15,00:00,23:59,Olympia,1194,1192,2386,14.3,21.4,2.6,99,3.1
7757,2020.07.16,00:00,23:59,Olympia,646,678,1324,12.9,17.5,20.9,96,0.0
7763,2020.07.17,00:00,23:59,Olympia,1246,1331,2577,12.6,21.2,0.0,83,5.8
7769,2020.07.18,00:00,23:59,Olympia,1429,1435,2864,11.6,20.6,0.0,75,2.4
7775,2020.07.19,00:00,23:59,Olympia,1960,2043,4003,12.2,25.6,0.0,56,11.7
7781,2020.07.20,00:00,23:59,Olympia,2013,2146,4159,13.4,28.0,0.0,41,13.8
7787,2020.07.21,00:00,23:59,Olympia,1747,1805,3552,10.5,27.8,0.0,70,11.0
7793,2020.07.22,00:00,23:59,Olympia,2110,2120,4230,14.7,26.9,0.0,60,8.8
7799,2020.07.23,00:00,23:59,Olympia,1964,2053,4017,16.3,26.7,0.0,61,8.9
7805,2020.07.24,00:00,23:59,Olympia,1702,1834,3536,16.0,25.2,0.0,96,6.7
7811,2020.07.25,00:00,23:59,Olympia,2057,2280,4337,17.5,26.6,0.0,73,6.7
7817,2020.07.26,00:00,23:59,Olympia,1475,1586,3061,16.2,25.0,4.3,94,3.0
7823,2020.07.27,00:00,23:59,Olympia,2295,2434,4729,13.7,29.4,0.0,16,14.6
7829,2020.07.28,00:00,23:59,Olympia,1729,1801,3530,18.7,32.0,2.6,50,9.5
7835,2020.07.29,00:00,23:59,Olympia,2223,2339,4562,16.1,27.0,0.0,44,11.5
7841,2020.07.30,00:00,23:59,Olympia,2116,2203,4319,15.6,30.6,0.0,0,14.5
7847,2020.07.31,00:00,23:59,Olympia,1941,2051,3992,16.8,32.7,0.0,0,14.4
7853,2020.08.01,00:00,23:59,Olympia,1362,1551,2913,18.3,34.2,2.3,36,12.1
7859,2020.08.02,00:00,23:59,Olympia,718,829,1547,16.7,22.7,23.5,99,0.9
7865,2020.08.03,00:00,23:59,Olympia,499,556,1055,13.2,18.7,40.7,96,0.0
7871,2020.08.04,00:00,23:59,Olympia,576,598,1174,12.6,14.6,10.3,96,0.0
7877,2020.08.05,00:00,23:59,Olympia,1981,2092,4073,10.0,21.9,0.0,28,11.6
7883,2020.08.06,00:00,23:59,Olympia,2142,2212,4354,12.6,25.8,0.0,4,14.1
7889,2020.08.07,00:00,23:59,Olympia,1893,2088,3981,15.5,29.0,0.0,0,14.0
7895,2020.08.08,00:00,23:59,Olympia,1782,1811,3593,15.3,30.2,0.0,4,13.6
7901,2020.08.09,00:00,23:59,Olympia,1863,2002,3865,16.0,30.4,0.0,1,13.7
7907,2020.08.10,00:00,23:59,Olympia,1870,1915,3785,15.1,31.4,0.0,30,13.7
7913,2020.08.11,00:00,23:59,Olympia,1860,1949,3809,19.3,30.5,0.0,53,11.0
7919,2020.08.12,00:00,23:59,Olympia,1970,2148,4118,18.0,29.9,0.0,55,11.9
7925,2020.08.13,00:00,23:59,Olympia,1478,1593,3071,18.3,27.7,0.0,93,6.2
7931,2020.08.14,00:00,23:59,Olympia,1162,1322,2484,18.0,25.8,1.3,88,6.7
7937,2020.08.15,00:00,23:59,Olympia,1710,1868,3578,17.8,27.4,0.0,69,5.3
7943,2020.08.16,00:00,23:59,Olympia,1830,1964,3794,15.8,28.1,0.0,36,11.7
7949,2020.08.17,00:00,23:59,Olympia,1162,1211,2373,18.0,23.8,0.3,98,2.7
7955,2020.08.18,00:00,23:59,Olympia,1111,1210,2321,16.7,22.1,9.0,95,2.7
7961,2020.08.19,00:00,23:59,Olympia,1766,1909,3675,14.1,26.1,0.0,58,11.4
7967,2020.08.20,00:00,23:59,Olympia,1729,1783,3512,14.4,30.8,0.0,41,10.3
7973,2020.08.21,00:00,23:59,Olympia,1509,1608,3117,17.3,34.1,0.0,8,13.1
7979,2020.08.22,00:00,23:59,Olympia,686,749,1435,16.9,23.5,4.7,96,0.5
7985,2020.08.23,00:00,23:59,Olympia,1478,1656,3134,15.6,23.5,1.2,86,4.8
7991,2020.08.24,00:00,23:59,Olympia,1336,1420,2756,14.1,22.8,0.0,74,4.1
7997,2020.08.25,00:00,23:59,Olympia,1646,1794,3440,12.1,25.4,0.0,65,10.4
8003,2020.08.26,00:00,23:59,Olympia,1534,1592,3126,16.0,27.5,0.0,60,10.7
8009,2020.08.27,00:00,23:59,Olympia,1610,1715,3325,13.4,22.8,0.0,63,10.8
8015,2020.08.28,00:00,23:59,Olympia,973,970,1943,15.7,28.6,40.8,78,6.9
8021,2020.08.29,00:00,23:59,Olympia,194,201,395,13.3,15.7,11.9,94,0.0
8027,2020.08.30,00:00,23:59,Olympia,377,391,768,11.8,15.3,3.4,98,0.1
8033,2020.08.31,00:00,23:59,Olympia,954,1030,1984,10.4,17.7,2.0,98,1.2
8039,2020.09.01,00:00,23:59,Olympia,683,758,1441,11.9,16.8,1.4,100,0.7
8045,2020.09.02,00:00,23:59,Olympia,1378,1439,2817,10.8,19.1,0.0,85,0.0
8051,2020.09.03,00:00,23:59,Olympia,1544,1609,3153,11.0,21.9,0.0,70,9.3
8057,2020.09.04,00:00,23:59,Olympia,1650,1747,3397,16.4,26.6,0.0,71,9.8
8063,2020.09.05,00:00,23:59,Olympia,1508,1749,3257,15.6,27.7,7.4,68,7.7
8069,2020.09.06,00:00,23:59,Olympia,950,942,1892,13.8,17.9,3.3,96,1.0
8075,2020.09.07,00:00,23:59,Olympia,1258,1263,2521,11.3,18.4,0.0,86,0.8
8081,2020.09.08,00:00,23:59,Olympia,1795,1827,3622,10.4,21.5,0.0,30,8.1
8087,2020.09.09,00:00,23:59,Olympia,1920,2053,3973,10.1,25.2,0.0,8,12.5
8093,2020.09.10,00:00,23:59,Olympia,1840,1916,3756,12.9,23.8,0.0,81,9.4
8099,2020.09.11,00:00,23:59,Olympia,1702,1793,3495,13.2,23.6,0.0,55,8.2
8105,2020.09.12,00:00,23:59,Olympia,1969,2062,4031,12.3,26.0,0.0,8,11.8
8111,2020.09.13,00:00,23:59,Olympia,1920,1957,3877,13.0,26.8,0.0,34,11.5
8117,2020.09.14,00:00,23:59,Olympia,1765,1842,3607,13.0,27.0,0.0,43,12.0
8123,2020.09.15,00:00,23:59,Olympia,1979,2130,4109,13.5,28.9,0.0,10,12.0
8129,2020.09.16,00:00,23:59,Olympia,1971,2063,4034,16.0,27.2,0.0,48,10.3
8135,2020.09.17,00:00,23:59,Olympia,1555,1618,3173,14.3,24.7,0.0,39,8.6
8141,2020.09.18,00:00,23:59,Olympia,1442,1551,2993,10.0,20.4,0.0,29,7.4
8147,2020.09.19,00:00,23:59,Olympia,1618,1724,3342,7.1,22.7,0.0,4,11.3
8153,2020.09.20,00:00,23:59,Olympia,1767,1854,3621,9.7,23.2,0.0,31,11.4
8159,2020.09.21,00:00,23:59,Olympia,1659,1762,3421,10.9,24.0,0.0,11,11.0
8165,2020.09.22,00:00,23:59,Olympia,1551,1673,3224,12.5,25.6,6.3,51,8.6
8171,2020.09.23,00:00,23:59,Olympia,1043,1032,2075,14.1,20.2,3.1,85,1.1
8177,2020.09.24,00:00,23:59,Olympia,1326,1368,2694,13.4,21.6,10.2,98,4.6
8183,2020.09.25,00:00,23:59,Olympia,347,331,678,5.5,13.7,27.0,94,0.0
8189,2020.09.26,00:00,23:59,Olympia,225,227,452,6.3,7.7,2.7,98,0.0
8195,2020.09.27,00:00,23:59,Olympia,1475,1533,3008,5.0,15.6,0.0,30,11.4
8201,2020.09.28,00:00,23:59,Olympia,723,776,1499,4.9,10.7,0.5,96,0.0
8207,2020.09.29,00:00,23:59,Olympia,1037,1147,2184,8.7,12.2,0.6,98,0.1
8213,2020.09.30,00:00,23:59,Olympia,1377,1409,2786,8.2,17.8,0.0,70,6.7
8219,2020.10.01,00:00,23:59,Olympia,1466,1523,2989,6.5,19.4,0.0,65,8.2
8225,2020.10.02,00:00,23:59,Olympia,1176,1231,2407,9.8,18.4,0.0,99,0.9
8231,2020.10.03,00:00,23:59,Olympia,766,796,1562,5.1,22.1,2.9,75,2.9
8237,2020.10.04,00:00,23:59,Olympia,1404,1412,2816,4.7,17.3,0.7,73,6.5
8243,2020.10.05,00:00,23:59,Olympia,777,785,1562,9.0,14.6,4.7,98,1.8
8249,2020.10.06,00:00,23:59,Olympia,865,873,1738,9.1,13.6,12.1,98,0.8
8255,2020.10.07,00:00,23:59,Olympia,708,766,1474,8.5,13.4,3.9,91,0.9
8261,2020.10.08,00:00,23:59,Olympia,1273,1300,2573,8.7,17.7,0.0,88,6.5
8267,2020.10.09,00:00,23:59,Olympia,1332,1372,2704,10.1,19.0,0.0,99,8.3
8273,2020.10.10,00:00,23:59,Olympia,286,290,576,7.1,13.0,8.3,90,0.0
8279,2020.10.11,00:00,23:59,Olympia,797,749,1546,5.6,9.9,0.4,99,1.3
8285,2020.10.12,00:00,23:59,Olympia,844,836,1680,3.6,8.7,1.5,89,1.7
8291,2020.10.13,00:00,23:59,Olympia,954,920,1874,4.0,9.8,0.2,88,0.9
8297,2020.10.14,00:00,23:59,Olympia,897,909,1806,3.8,9.1,0.8,99,0.3
8303,2020.10.15,00:00,23:59,Olympia,817,834,1651,5.8,7.8,6.4,98,0.0
8309,2020.10.16,00:00,23:59,Olympia,429,465,894,6.2,8.9,8.9,94,0.0
8315,2020.10.17,00:00,23:59,Olympia,640,629,1269,5.7,8.9,0.0,99,0.0
8321,2020.10.18,00:00,23:59,Olympia,1075,1066,2141,5.0,11.2,0.0,81,4.1
8327,2020.10.19,00:00,23:59,Olympia,1138,1151,2289,3.9,12.5,0.0,63,6.6
8333,2020.10.20,00:00,23:59,Olympia,1229,1314,2543,1.3,15.8,0.0,90,7.2
8339,2020.10.21,00:00,23:59,Olympia,1429,1463,2892,5.6,21.0,0.0,95,5.6
8345,2020.10.22,00:00,23:59,Olympia,1222,1289,2511,8.8,17.2,0.2,95,2.5
8351,2020.10.23,00:00,23:59,Olympia,1126,1096,2222,12.0,19.1,6.4,99,2.2
8357,2020.10.24,00:00,23:59,Olympia,620,682,1302,7.9,14.8,1.6,63,1.4
8363,2020.10.25,00:00,23:59,Olympia,1442,1395,2837,3.7,17.6,0.0,44,9.2
8369,2020.10.26,00:00,23:59,Olympia,847,878,1725,4.0,9.3,16.4,96,0.0
8375,2020.10.27,00:00,23:59,Olympia,947,943,1890,3.9,11.1,0.0,75,1.5
8381,2020.10.28,00:00,23:59,Olympia,1018,1047,2065,3.5,14.7,2.4,95,1.3
8387,2020.10.29,00:00,23:59,Olympia,501,521,1022,8.9,11.2,15.5,94,0.0
8393,2020.10.30,00:00,23:59,Olympia,920,924,1844,9.0,14.7,0.0,99,0.6
8399,2020.10.31,00:00,23:59,Olympia,1300,1336,2636,6.3,17.9,0.0,55,8.9
8405,2020.11.01,00:00,23:59,Olympia,455,401,856,5.6,15.6,3.2,96,0.0
8411,2020.11.02,00:00,23:59,Olympia,1118,1091,2209,14.5,21.5,0.0,94,1.7
8417,2020.11.03,00:00,23:59,Olympia,441,470,911,8.3,17.3,7.8,96,0.0
8423,2020.11.04,00:00,23:59,Olympia,639,641,1280,7.4,9.3,0.1,98,0.0
8429,2020.11.05,00:00,23:59,Olympia,914,929,1843,3.5,11.4,0.0,61,3.4
8435,2020.11.06,00:00,23:59,Olympia,746,756,1502,2.2,6.7,0.0,58,0.6
8441,2020.11.07,00:00,23:59,Olympia,841,891,1732,2.9,10.1,0.0,80,4.9
8447,2020.11.08,00:00,23:59,Olympia,1042,1044,2086,2.6,12.6,0.0,84,6.7
8453,2020.11.09,00:00,23:59,Olympia,802,836,1638,2.4,8.7,0.0,85,4.6
8459,2020.11.10,00:00,23:59,Olympia,869,879,1748,1.7,7.4,0.0,98,6.0
8465,2020.11.11,00:00,23:59,Olympia,801,846,1647,4.8,9.7,0.0,100,0.7
8471,2020.11.12,00:00,23:59,Olympia,935,971,1906,4.2,14.2,0.0,94,3.4
8477,2020.11.13,00:00,23:59,Olympia,1054,1061,2115,4.3,15.8,0.0,79,7.2
8483,2020.11.14,00:00,23:59,Olympia,1356,1357,2713,4.5,17.1,0.0,74,8.4
8489,2020.11.15,00:00,23:59,Olympia,1361,1301,2662,3.1,15.8,2.8,60,8.4
8495,2020.11.16,00:00,23:59,Olympia,628,677,1305,8.1,13.2,0.3,94,2.6
8501,2020.11.17,00:00,23:59,Olympia,900,949,1849,4.4,11.9,0.0,94,5.6
8507,2020.11.18,00:00,23:59,Olympia,1165,1244,2409,2.1,13.9,0.0,34,8.9
8513,2020.11.19,00:00,23:59,Olympia,689,697,1386,4.0,14.0,3.2,71,1.5
8519,2020.11.20,00:00,23:59,Olympia,726,710,1436,-1.2,5.8,0.0,66,3.7
8525,2020.11.21,00:00,23:59,Olympia,704,694,1398,-2.2,5.8,0.0,31,8.1
8531,2020.11.22,00:00,23:59,Olympia,867,899,1766,-2.8,9.6,0.0,48,7.9
8537,2020.11.23,00:00,23:59,Olympia,687,687,1374,2.7,8.2,0.0,100,0.3
8543,2020.11.24,00:00,23:59,Olympia,837,817,1654,2.7,6.0,0.0,91,2.4
8549,2020.11.25,00:00,23:59,Olympia,788,824,1612,0.5,5.4,0.0,79,4.8
8555,2020.11.26,00:00,23:59,Olympia,851,846,1697,-0.5,5.5,0.0,75,5.2
8561,2020.11.27,00:00,23:59,Olympia,710,747,1457,-1.4,4.0,0.0,75,6.6
8567,2020.11.28,00:00,23:59,Olympia,433,387,820,-1.7,0.5,0.0,100,0.0
8573,2020.11.29,00:00,23:59,Olympia,402,417,819,-1.1,1.5,0.0,91,0.1
